headline,summary,video_link
"Python Tutorial: Logging Basics – Logging to Files, Setting Levels, and Formatting","In this Python Tutorial, we will be going over the basics of logging. We will learn how to switch out our print statements for logs, change the logging level, add logs to files, and also how to change the format of those logs. Let’s get started…",https://youtube.com/watch?v=-ARI4Cz-awo
Setting up a Python Development Environment in Atom,"In this Python Tutorial, we will be setting up a development environment in Atom. We will walk through how to install Atom, install Packages, customize settings, and much more. Let’s get started…",https://youtube.com/watch?v=DjEuROpsvp4
Setting up a Python Development Environment in Sublime Text,"In this Python Tutorial, we will be setting up a development environment in Sublime Text 3. We will walk through how to install Sublime Text, install Package Control, install Packages, and much more. Let’s get started…",https://youtube.com/watch?v=xFciV6Ew5r4
Python Tutorial: Variable Scope – Understanding the LEGB rule and global/nonlocal statements,"In this Python Tutorial, we will be going over variable scope in Python. Scope is important because we need to understand it in just about every program we write. It allows us to understand where our variables can be seen from within our program and also what values these variables hold. It also helps with debugging, because scope is a common problem when errors are thrown. Let’s get started…",https://youtube.com/watch?v=QVdf0LgmICw
"Frequently Asked Questions #1: Text Editors, Books, Career Advice, and More","In this video, I’ll be answering some of the most common questions I get on this channel. I receive these questions in the comment section and in personal messages.",https://youtube.com/watch?v=N4WSqXtd_rk
"Jupyter Notebook Tutorial: Introduction, Setup, and Walkthrough","In this Python Tutorial, we will be learning how to install, setup, and use Jupyter Notebooks. Jupyter Notebooks have become very popular in the last few years, and for good reason. They allow you to create and share documents that contain live code, equations, visualizations and markdown text. This can all be run from directly in the browser. It is an essential tool to learn if you are getting started in Data Science, but will also have tons of benefits outside of that field. Let’s get started…",https://youtube.com/watch?v=HW29067qVWk
Python OOP Tutorials – Complete Series,"In this Python Object-Oriented Tutorial, we will begin our series by learning how to create and use classes within Python. Classes allow us to logically group our data and functions in a way that is easy to reuse and also easy to build upon if need be. Let’s get started…",https://youtube.com/watch?v=ZDa-Z5JzLYM
Linux/Mac Terminal: How To Use The cURL Command,"In this Linux/Mac terminal tutorial, we will be learning how to use the cURL command. The curl command allows us to query URLs from the command line. Not only can we make regular requests, but we can POST data, authenticate users, save responses to files, and many other useful actions. Let’s get started…",https://youtube.com/watch?v=WxUVU0b95Oc
How to Install Ubuntu 16.04 LTS on VirtualBox with Guest Additions,"In this video, we will be installing Ubuntu 16.04 LTS on VirtualBox. Installing Linux on VirtualBox is a great way to experiment with Linux in an isolated environment. I plan on doing many Linux tutorials in the near future, so whether you are on Windows and would like to follow along, or would just like to experiment with Linux, this will be a good starting point. Let’s get started…",https://youtube.com/watch?v=-2x-5DN-caM
"Channel Update: 5000 Subscribers, Future Tutorials, and Giveaway","In this video I’ll give a quick update with the current status of the channel. We are rapidly approaching 5000 subscribers and I would like to give a big ‘Thank You’ to everyone who has subscribed. I’ll also go over my plans for future videos, and also we will look at the book giveaway that is taking place on my website.",https://youtube.com/watch?v=llBzkEatyN0
Python Tutorial: File Objects – Reading and Writing to Files,"In this Python Tutorial, we will be learning how to read and write to files. You will likely come into contact with file objects at some point while using Python, so knowing how to read and write from them is extremely important. We will learn how to read and write from simple text files, open multiple files at once, and also how to copy image binary files. Let’s get started.",https://youtube.com/watch?v=Uh2ebFW8OYM
Python Tutorial: OS Module – Use Underlying Operating System Functionality,"In this Python Tutorial, we will be going over the ‘os’ module. The os module allows us to access functionality of the underlying operating system. So we can perform tasks such as: navigate the file system, obtain file information, rename files, search directory trees, fetch environment variables, and many other operations. We will cover a lot of what the os module has to offer in this tutorial, so let’s get started.",https://youtube.com/watch?v=tJxcKyFMTGo
Python Tutorial: Decorators – Dynamically Alter The Functionality Of Your Functions,"In this Python tutorial, we will be learning about decorators. Decorators are a way to dynamically alter the functionality of your functions. So for example, if you wanted to log information when a function is run, you could use a decorator to add this functionality without modifying the source code of your original function. So let’s take a look at how these decorators work and a few ways in which we can use them. Let’s get started.",https://youtube.com/watch?v=FsAPt_9Bf3U
"Python Tutorial: String Formatting – Advanced Operations for Dicts, Lists, Numbers, and Dates","In this Python tutorial, we will be learning how to perform some advanced string formatting operations. Formatting our strings allows us to display our information in exactly the way we would like it to be displayed. Everyone, in almost all areas of Python programming, comes across a situation where they need to format a data type in a specific way. Let’s get started.",https://youtube.com/watch?v=vTX3IwquFkc
Programming Terms: Closures – How to Use Them and Why They Are Useful,"In this programming terms video, we will be looking at the term “Closure”. We will learn what a closure is and why they are useful. We will look at examples in both Python and JavaScript. In Python, understanding closures helps us understand common language features like decorators. And in JavaScript, closures will allow us to better understand callback functions and much more. Let’s get started…",https://youtube.com/watch?v=swU3c34d2NQ
JavaScript Tutorial: Run JavaScript in Sublime Text with a NodeJS Build System,"In this JavaScript Tutorial, we will be learning how to create a JavaScript build system within Sublime Text. This will allow us to run JavaScript code outside of a browser environment and write messages to the Sublime Text console. Let’s get started.",https://youtube.com/watch?v=1iPs43TppOY
Python Tutorial: Custom Sublime Text Build Systems,"In this video we will be learning how to create multiple build systems within Sublime Text. This is useful if you have projects which require you to switch between Python 2 and Python 3, or if you’d like to customize your default Python build system. Let’s get started.",https://youtube.com/watch?v=xqcTfplzr7c
Programming Terms: First-Class Functions,"In this programming terms video, we will be looking at the term “First-Class Function”. First-class functions are extremely important to grasp because understanding them will help us understand more complicated terms such as: Closures, Higher-order functions, currying, and more. We will be looking at examples of first-class functions in both Python and JavaScript so that we can really understand the concept, regardless of programming language. Let’s get started:",https://youtube.com/watch?v=kr0mpwqttM0
"Python Tutorial: Duck Typing and Asking Forgiveness, Not Permission (EAFP)","In this Python Tutorial, we will look at a couple of the aspects of being “Pythonic”. If you’ve never heard the term Pythonic before, basically it means that you are following conventions and coding styles of the Python language in order to write clean and readable code.",https://youtube.com/watch?v=x3v9zMX1s4s
Customizing Your Terminal: How To Use and Modify Dotfiles,"In this video, we will be tying together all of the information we learned in our previous two videos in order to explore and customize some pre-built dotfiles. Dotfiles can be extremely powerful and some people have put in a lot of effort to squeeze a lot of functionality into theirs. Luckily, the have open sourced these dotfiles for use to explore and learn. Let’s check out how we can use these files for ourselves:",https://youtube.com/watch?v=c5RZWDLqifA
Customizing Your Terminal: Adding Color and Information to Your Prompt,"In this video, we will be learning how to customize our terminal with dotfiles. In a previous video we learned about the difference between the .bash_profile and .bashrc files. And in this video we will be customizing those files in order to add color and information to our command prompt. In our next video we will be putting all of this together and exploring the real power of dotfiles, but before we get ahead of ourselves, let’s customize our prompt:",https://youtube.com/watch?v=LXgXV7YmSiU
Customizing Your Terminal: .bash_profile and .bashrc files,"In the next few videos, we will be taking a look at how to customize our terminal with dotfiles. First, we need to understand the main dotfiles we will be working with, the .bashrc and .bash_profile files. What is the difference between these files and which one should you modify in order to customize your terminal? Let find out:",https://youtube.com/watch?v=vDOVEDl2z84
"Terminal Basics: Create, Copy, Move, and Delete Files and Directories","In this video, we will be learning basic terminal commands which will allow us to create, copy, rename, move, and delete file and directories. These commands include: touch, mkdir, cp, mv, rm, as well as exploring some options we can use with these commands. Let’s get started:",https://youtube.com/watch?v=eoejHvAPDFs
Python Tutorial: Automate Parsing and Renaming of Multiple Files,In this video we will be writing a quick script to automate the parsing and renaming of multiple files. Writing quick scripts to automate boring and repetitive tasks is a great way to learn Python and it is a great way to save time. Let’s get started:,https://youtube.com/watch?v=ve2pmm5JqmI
"Python Tutorial: Sorting Lists, Tuples, and Objects","In this video we will be learning how to sort lists, tuples, and other objects in Python. We will start by performing simple sorts on a list of integers and then move on to slightly more advanced sorting using custom criteria. Let’s get started:",https://youtube.com/watch?v=D3JvDWO-BY4
Python Tutorial: Image Manipulation with Pillow,"In this video we will learn how to modify and manipulate images using the Python Pillow Library. Pillow is a fork of the Python Imaging Library (PIL). It will allow us to do many different things to our images such as: changing their file extension, resizing, cropping, changing colors, blurring, and much more.",https://youtube.com/watch?v=6Qs3wObeWwc
Python Tutorial: Using Try/Except Blocks for Error Handling,"We’ve all run into errors and exceptions while writing Python programs. In this video, we will learn how we can handle exceptions in specific ways and also look at the control flow of a try/except/else/finally statement. Understanding how to properly handle errors will provide us with the tools to make better software in the future. Let’s get started:",https://youtube.com/watch?v=NIWwJbo-9_8
Python: Slicing Lists and Strings,In this video we will look at how to slice lists and strings in Python. Slicing allows us to extract certain elements from these lists and strings. This can be extremely useful for stripping out certain values from lists or getting a substring of a characters from a string. Let’s take a look at a few code examples:,https://youtube.com/watch?v=ajrtAuDg3yw
Programming Terms: Memoization,"In this programming terms video, we will be learning the definition of the term memoization. Memoization is a technique of caching results of expensive function calls in order to speed up computer programs when the same input occurs again. Let’s take a look at some code examples to get a better understanding of how this works:",https://youtube.com/watch?v=a7EjmdQzPqY
SQL for Beginners: UPDATE and DELETE – Modifying and Removing Records from Your Database,In this video we will learn how to modify and remove records from our database using the UPDATE and DELETE statements. We will learn how to update and delete all the values in our table as well as updating and deleted specific values. Let’s get started:,https://youtube.com/watch?v=wva2yMqcB6Q
SQL for Beginners: SELECT – Retrieving Records from Your Database,"In this video we will continue learning SQL Basics by retrieving records from our database using the SELECT statement. Once we learn how to use the SELECT statement, we will learn how to filter records that match a certain criteria with the WHERE Clause. Lastly, we will learn how to sort our results using the ORDER BY statement. Let’s get started:",https://youtube.com/watch?v=-FPVPcq28r4
Git: Fixing Common Mistakes and Undoing Bad Commits,"In this video we will look at some common mistakes in Git and how we can fix these mistakes. Specifically we will cover how to discard changes since your last commit, amending commits, cherry-picking hashes, resetting to a specific commit, and reverting to a specific commit. Let’s get started:",https://youtube.com/watch?v=FdZecVxzJbk
Setting up a Python Development Environment in Eclipse,"In this video, we will be setting up a Python development environment in Eclipse using the PyDev plugin. If you’ve watched my videos before, you have likely noticed I use the Sublime Text text editor for the tutorials. I use this for videos because it is very clean and easy to use without all the bells and whistles of a full blown IDE. But there are times when an IDE is extremely useful. For example, if you need to debug your application, an IDE is likely what you would like to use.",https://youtube.com/watch?v=NDFbXIiqT4o
Using the New Split Screen Feature in OS X El Capitan,"I use split screen functionality a lot. As a programmer, I often have multiple windows open at the same time and need to see information from them simultaneously. For a long time I had to rely on third-party software to use split screen functionality on the Mac. With Mac’s latest release of OS X El Capitan, we now how native split screen functionality.",https://youtube.com/watch?v=mvki0jCnJIk
Ex Machina Easter Egg – Hidden Message within Movie’s Python Code,"Sometimes when you’re watching a movie, you’ll see a flash of computer code pop up onto the screen. A lot of the time this is just gibberish. But sometimes there are hidden messages.",https://youtube.com/watch?v=mJokZMWnyGY
Terminal Basics: Navigating your Filesystem,The Terminal can be an intimidating place for people who are just beginning to learn how to use it. There is a fear that you will type the wrong command and somehow mess everything up.,https://youtube.com/watch?v=j6vKLJxAKfw
SQL for Beginners: INSERT – Adding Records to Your Table,"In this video we will continue learning SQL Basics by inserting records into our table. We will learn the INSERT syntax, a couple of different ways we can add these records, and also what happens if we try to add incorrect values. Let’s get started.",https://youtube.com/watch?v=fA0jpjwi4J8
SQL for Beginners: Creating Your First Table,In this video we will continue learning SQL Basics by creating our first table. We will go over the syntax for creating tables and also some datatypes we can use for our table’s fields. Let’s get started.,https://youtube.com/watch?v=w4HEVY_GjqY
SQL for Beginners: Installing PostgreSQL and Creating Your First Database,"In this video we will begin learning SQL Basics. To get started writing SQL, we need to first set up a server and a database. The server we will be using for these tutorials is Postgres. We’ll walk through how to download, install, and setup PostgreSQL. Then we will create our first database so that we can begin writing SQL code. Let’s get started.",https://youtube.com/watch?v=xaWlS9HtWYw
Preparing for a Python Interview: 10 Things You Should Know,The interview process can be very intimidating. There seems to be so much material to study and it may be difficult even knowing where to start.,https://youtube.com/watch?v=DEwgZNC-KyE
"Git: Difference between “add -A”, “add -u”, “add .”, and “add *”","The “git add” command is fundamental to using Git. It is how we add files to the staging area to be committed. But which files get added? Well, that is up to us. In this video, we will look at the different options for using the add command and how we can use it to add the exact files we would like to the staging area.",https://youtube.com/watch?v=tcd4txbTtAY
Programming Terms: Combinations and Permutations,"In this programming terms video, we will be going over the difference between combinations and permutations. Combinations are groups of values where order does not matter. Permutations are groups of values where order does matter. Let’s take a look at some examples as to when we would use one over the other.",https://youtube.com/watch?v=QI9EczPQzPQ
Chrome Quick Tip: Quickly Bookmark Open Tabs for Later Viewing,"I often run into a problem where I have a lot of articles open in different tabs that I would like to read at a later time. I already have my Chrome set up to open specific tabs when I first open the browser and I don’t want to overwrite those, so what other option do I have? Well, it is very quick and easy to bookmark all of your open tabs and save them to a dated folder that you can then delete once you no longer need it. I’ll show you how to do this is this video. Let’s get started:",https://youtube.com/watch?v=tsiSg_beudo
Python: Comprehensions – How they work and why you should be using them,"Python comprehensions are a very natural and easy way to create lists, dicts, and sets. They are also a great alternative to using maps and filters within python. If you are using maps, filters, or for loops to create your lists, then most likely you could and should be using comprehensions instead.",https://youtube.com/watch?v=3dt4OGnU5sM
Python: Generators – How to use them and the benefits you receive,"Python Generators are often considered a somewhat advanced topic, but they are actually very easy to understand once you start using them on a regular basis. Actually, after you use generators for some time, you will often find them more readable and performant than other options.",https://youtube.com/watch?v=bD05uGo_sVI
Quickest and Easiest Way to Run a Local Web-Server,"Running a local web-server to test a simple website is usually way harder than it has to be. In this video, we will look at a quick and simple way to run a local web-server without needing to download or configure anything. All you need is python (If you are on Mac or Linux, this is likely already installed). We will be using python’s SimpleHTTPServer. It’s literally as simple as navigating to your website folder and running the server. Let’s get started.",https://youtube.com/watch?v=lE6Y6M9xPLw
Git for Beginners: Command-Line Fundamentals,"Git is the most popular version control system out there and for good reason. In this video, we’ll go over the basics of what git is and how to use it within the command-line. There are several GUI tools out there to help you get started with git, but it can be extremely beneficial to learn git from the command-line as early as possible. Let’s get started.",https://youtube.com/watch?v=HVsySz-h9r4
Time-Saving Keyboard Shortcuts for the Mac Terminal,"A big hurdle a lot of people face when learning to use the terminal is the fact that it feels slow compared to navigating around in Finder or other GUIs. Using the terminal doesn’t have to feel slow. Once you learn a few keyboard shortcuts, it can greatly increase the speed at which you can navigate and run commands within the command line.",https://youtube.com/watch?v=TXzrk3b9sKM
Overview of Online Learning Resources in 2015,"There’s a vast amount of websites and resources online where you can go to learn about programming, web development, web design, software engineering, or anything else you could want. A lot of these online resources are either free or cost very little money. Let me show you some of my favorites so that you can begin learning or refreshing your knowledge on a wide variety of topics.",https://youtube.com/watch?v=QGy6M8HZSC4
Python: Else Clauses on Loops,"What does the ‘else’ clause mean when it comes after a for or while loop? This isn’t obvious at first glance, so let’s take a look at a few examples and clear up any confusion with the Python ‘else’ clause.",https://youtube.com/watch?v=Dh-0lAyc3Bc
Programming Terms: Mutable vs Immutable,"In this programming terms video, we will be going over the difference between mutable and immutable objects. An immutable object is an object whose state cannot be modified after it is created. This is in contrast to a mutable object, which can be modified after it is created. Let’s take a look at some examples as to what exactly this means and why it is important to know.",https://youtube.com/watch?v=5qQQ3yzbKp8
Python: Namedtuple – When and why should you use namedtuples?,"Named Tuples in Python are High-performance container datatypes. What advantage do namedtuples have over regular tuples and when should you use them? In this video, we’ll take a look at namedtuples and why you should use them.",https://youtube.com/watch?v=GfxJYp9_nJA
Programming Terms: Idempotence,"In this programming terms video, we will be going over Idempotence. Idempotence is the property of certain operations in mathematics and computer science, that can be applied multiple times without changing the result beyond the initial application. Let’s take a look at this definition in-depth and go over a few examples.",https://youtube.com/watch?v=UaKZ4wKytcA
Programming Terms: String Interpolation,"In this programming terms video, we will be going over string interpolation. String interpolation is the process of evaluating a string containing one or more placeholders and yielding a result in which the placeholders are replaced with their corresponding values. Let’s take a look at this definition in-depth and go over a few examples.",https://youtube.com/watch?v=0q8spKeh1Kc
Programming Terms: DRY (Don’t Repeat Yourself),"In this programming terms video, we will be going over the concept of DRY (Don’t Repeat Yourself). This is a term you will hear a lot if you are just getting started in Computer Science or if you’ve recently started a new programming job. Let’s take a look as to what it means to keep your code “DRY”.",https://youtube.com/watch?v=IGH4-ZhfVDk
Python: What is the difference between str() and repr()?,"A common question that pops up when dealing with python is: What is the difference between __str__() and __repr__()? It may not be obvious right off the bat, so let’s take an in-depth look at this.",https://youtube.com/watch?v=5cvM-crlDvg
Sublime Text Quick Tip: Launch Sublime Text from the Terminal,"If you navigate from your terminal frequently, you have most likely run into the scenario where you are within a project directory and want to open a file or folder from that project. It is a pain to open up Finder, navigate to the project, and open the file or directory that way. Being able to open these projects and files from the terminal is much more convenient and saves a lot of time. In this video we’ll look at how we can do just that:",https://youtube.com/watch?v=4wMKGs2fe4s
"How Web Developers, Designers, Programmers, and Software Engineers can volunteer their skills and give back to the community","In this article, I wanted to talk about volunteering and different ways for Web Developers, Designers, Programmers, and Software Engineers to give back to their community using their skill-set.",https://youtube.com/watch?v=HfABu4aCI3U
Git: Change DiffMerge Font-Size on Mac OSX,"In a previous video, we learned how to use DiffMerge as a git difftool and git mergetool. As I was creating that video, I noticed a bug in the program that crashed DiffMerge when attempting to change the font-size. This bug has not yet been fixed by DiffMerge; however, there is a workaround.",https://youtube.com/watch?v=kjBA2WISteM
Git: Diff and Merge Tools,"In this video, we will learn how to setup a git difftool and a git mergetool. These tools provide a nice GUI interface for viewing and modifying diffs and merges.",https://youtube.com/watch?v=iCGrKFH2oeo
Git: Using the Stash Command,"In this video, we will take a look at the git stash command. Git stash is extremely useful when you have some changes that you want to save but aren’t ready to make a commit.",https://youtube.com/watch?v=KLEDKgMmbBI
"An in-depth look at Python’s package management system, pip","In this video, we will take an in-depth look at Python’s package management system, pip. We’ll walk through how to install, uninstall, list, and upgrade packages. We will also dive into how we can output our dependencies and install a list of dependencies.",https://youtube.com/watch?v=U2ZN104hIcc
Python: virtualenv and why you should use virtual environments,"In this video, we will be looking at virtualenv and why you should be using virtual environments in Python. Virtual Environments in Python allow us to keep project-specific dependencies in a separate place than our global site-packages. This is extremely useful when you have different versions of packages for different projects.",https://youtube.com/watch?v=N5vscPTWKOk
Resize Multiple Images Using the Mac Terminal,"One problem I run into frequently is needing to resize multiple images at once. To do this manually would take way too much time, especially if you have a lot of images.",https://youtube.com/watch?v=HVMOBKRNEbc
Resize Multiple Images Using Picasa,"One problem I run into frequently is needing to resize multiple images at once. To do this manually would take way too much time, especially if you have a lot of images.",https://youtube.com/watch?v=43eOoHpUW44
"How to quickly create favicons for the desktop, Apple/Android devices, tablets, and more","In this video, We will walk through the process of quickly creating favicons for your website or brand that look great almost any device using realfavicongenerator.net",https://youtube.com/watch?v=LOFQH4fVAQY
Sublime Text Quick Tip: “Go To Definition” Click Shortcut,"In this Sublime Text Quick Tip, we’re going to see how we connect a mouse shortcut to the “Go To Definition” command.",https://youtube.com/watch?v=DwTV5ogPdlU
Python: if __name__ == ‘__main__’,"In this video, we will take a look at a common conditional statement in Python:
if __name__ == ‘__main__’:",https://youtube.com/watch?v=sugvnHA7ElY
"JavaScript Arrays: Properties, Methods, and Manipulation","In this series, we will take an in-depth look at JavaScript Arrays, their properties, their methods, ways we can manipulate their values, and much more.",https://youtube.com/watch?v=8JgU2WmrZXI
CSS Tips and Tricks: Add External URLs to Print Stylesheets,"Printing out URLs can be a nice edition to print stylesheets. When someone prints your article or blog post, you want them to know where your links would have taken them so that they can investigate those sources further if they desire.",https://youtube.com/watch?v=jF-OQ-BrIAM
Mac Tip: Adding Folder Stacks to the Dock,"It’s easy for your dock to become cluttered with applications (E.g. Text editors, the Adobe suite, your Mac applications). It is possible to organize your applications into a single folder on the dock for easy access.",https://youtube.com/watch?v=4glHQglQrU8
"Understanding Binary, Hexadecimal, Decimal (Base-10), and more","An introduction to binary and hexadecimal numbers. In this video, we will learn how to better understand binary and hexadecimal numbers. First, we will go over the base-10 system that we use on a daily basis. Once we grasp how a base-10 system is calculated, it will be much easier for us to understand how binary, hexadecimal, base-8, or any other base-n number is calculated.",https://youtube.com/watch?v=ZL-LhaaMTTE
"Sublime Text 3: Setup, Package Control, and Settings","In this video, we’ll do a quick walkthrough on setting up a development environment using Sublime Text 3.",https://youtube.com/watch?v=zVLJfrIwEP8
WordPress Tips: Test your theme with Theme Unit Test and Monster Widget,"When I first started developing WordPress sites, I found myself constantly adding dummy data so I could get an idea for how specific elements would look with my theme. Manually adding dummy data was not only slow, but it was also easy to leave out a lot of different test cases.",https://youtube.com/watch?v=eGT0Z3oafFA
WordPress Plugins: Imsanity,Imsanity is my favorite WordPress Plugin for keeping large image sizes under control.,https://youtube.com/watch?v=obsje6AO3U8
Mac Tip: Screenshots,"I am frequently taking screenshots of what I am doing on screen. It’s useful to know all the options you have in order to make this quick and simple. In this video, I’ll go over the different ways in which you can take some basic screen shots on your Mac, and look a few advanced techniques as well.",https://youtube.com/watch?v=VmQq1o1taOA
ArcGIS API for JavaScript: Starting Templates,"This is the second part of a multi-part series on using the ArcGIS API for JavaScript. In this walkthrough, we will take a look at some of the ESRI starting templates for our web map.",https://youtube.com/watch?v=AMlNnhdJOo8
Terminal 101: Creating Aliases,"In this quick tip, we’re going to look at how to create aliases for common terminal commands. If you find yourself typing in the same commands over and over, then it is a good indication that you should write an alias for that. For example, I used to frequently switch to my website’s local theme directory using the command:",https://youtube.com/watch?v=0liXeoADU6A
Mac Tip: Windows’ Best Features on Mac with HyperDock,"I work on both Windows and Mac machines. I am a huge fan of developing on my Mac, BUT I do find myself missing certain features from Windows. Mainly the windows snapping feature, and the ability to quickly preview open applications on the taskbar/dock.",https://youtube.com/watch?v=g0O86DQnDiA
ArcGIS API for JavaScript Part 1: First Web Map,"This will be the first part of a multi-part series on how to use the ArcGIS API for JavaScript. In this video, we will start by setting up a basic web map with HTML, JavaScript, and CSS. Unlike the samples on the ArcGIS website, we will separate out our scripts and stylesheets so that our application will be easier to maintain as it grows. Let’s get started:",https://youtube.com/watch?v=-tsFnoKNtNc
Make an American Girl Doll Bed,,
"Sublime Text 2: Setup, Package Control, and Settings",Here we’ll do a quick walkthrough on setting up a development environment using Sublime Text 2.,https://youtube.com/watch?v=uOMk8MlE_v4
Using Font Awesome in Desktop Applications (OS X),"A Quick walkthrough on how you can download and use the Font Awesome icon font in your Mac desktop applications such as Photoshop, GIMP, Illustrator, Pages, and more.",https://youtube.com/watch?v=OlpVKUpraao
Build a Platform Bed Frame,,
Make a Raised Dog Feeder,,
Prevent Picasa from Scanning Folders,I love using Picasa for viewing and editing my photos. What I don’t love is that it automatically scans and imports tons of unwanted photos by default. This creates a ton of clutter and makes it difficult for me to find the actual photos I want to work with. Fortunately it is easy to prevent Picasa from scanning folders.,
How to Build a Paver Patio,,
Quick Tip: Use a Wooden Pallet as a Lumber Rack,"Making a lumber rack for the workshop is a task I’ve been putting off for a long time now. As I was cleaning up my shop the other day, I decided I needed to come up with a temporary solution for the pile of lumber on my floor. I’ve had an old wooden pallet in the corner of my shop for some time, so I decided to start loading what I could onto that. It was surprisingly more spacious and sturdy than I had first anticipated.",
How to Record Sound From Your Computer’s Speakers (Windows),"At times, you may want to record sound from your computer’s speakers. The best way to do this is to use the audio output from your speakers as your input device in the recording software of your choice. You do not need a mic or any special equipment to do this. Just follow these instructions:",
Ems and Rems for Sizing,Ems and Rems both are scalable units in CSS which are relative to a base font-size in pixels. So what’s the difference between the two?,
How to Build a Pergola,,
Adding Custom Web Fonts to Your Web Site Using CSS Font-Face,"Adding custom web fonts to your website is one of those things that seems like it should be easier than it actually is. In this video tutorial, we’ll walk through how to add a custom font to your website using the FontSquirrel.com Web Font Generator. Let’s Get Started:",https://youtube.com/watch?v=y2AlgMII1OU
